Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Date,,,,,
09-05-2023,18265.94922,18344.19922,18229.65039,18303.40039,245400
10-05-2023,18315.09961,18326.75,18211.94922,18313.59961,220500
11-05-2023,18297,18389.69922,18270.40039,18357.80078,248900
12-05-2023,18314.80078,18342.75,18194.55078,18273.75,241700
15-05-2023,18398.84961,18458.90039,18287.90039,18339.30078,216100
16-05-2023,18286.5,18432.34961,18264.34961,18432.34961,219500
17-05-2023,18181.75,18309,18115.34961,18300.44922,229900
18-05-2023,18129.94922,18297.19922,18104.84961,18287.5,272100
19-05-2023,18203.40039,18218.09961,18060.40039,18186.15039,260900
22-05-2023,18314.40039,18335.25,18178.84961,18201.09961,262600
23-05-2023,18348,18419.75,18324.19922,18362.90039,270400
24-05-2023,18285.40039,18392.59961,18262.94922,18294.80078,232600
25-05-2023,18321.15039,18338.09961,18202.40039,18268.90039,235900
26-05-2023,18499.34961,18508.55078,18333.15039,18368.34961,198700
29-05-2023,18598.65039,18641.19922,18581.25,18619.15039,265300
30-05-2023,18633.84961,18662.44922,18575.5,18606.65039,234400
31-05-2023,18534.40039,18603.90039,18483.84961,18594.19922,696500
01-06-2023,18487.75,18580.30078,18464.55078,18579.40039,265600
02-06-2023,18534.09961,18573.69922,18478.40039,18550.84961,270900
05-06-2023,18593.84961,18640.15039,18582.80078,18612,256100
06-06-2023,18599,18622.75,18531.59961,18600.80078,220800
07-06-2023,18726.40039,18738.94922,18636,18665.59961,260100
08-06-2023,18634.55078,18777.90039,18615.59961,18725.34961,286500
09-06-2023,18563.40039,18676.65039,18555.40039,18655.90039,221800
12-06-2023,18601.5,18633.59961,18559.75,18595.05078,179500
13-06-2023,18716.15039,18728.90039,18631.80078,18631.80078,233200
14-06-2023,18755.90039,18769.69922,18690,18744.59961,261400
15-06-2023,18688.09961,18794.09961,18669.05078,18774.44922,263000
16-06-2023,18826,18864.69922,18710.5,18723.30078,272800
19-06-2023,18755.44922,18881.44922,18719.15039,18873.30078,219800
20-06-2023,18816.69922,18839.69922,18660.65039,18752.34961,211600
21-06-2023,18856.84961,18875.90039,18794.84961,18849.40039,217500
22-06-2023,18771.25,18886.59961,18759.5,18853.59961,252700
23-06-2023,18665.5,18756.40039,18647.09961,18741.84961,210600
26-06-2023,18691.19922,18722.05078,18646.69922,18682.34961,171300
27-06-2023,18817.40039,18829.25,18714.25,18748.55078,222500
28-06-2023,18972.09961,19011.25,18861.34961,18908.15039,398800
30-06-2023,19189.05078,19201.69922,19024.59961,19076.84961,247900
03-07-2023,19322.55078,19345.09961,19234.40039,19246.5,226100
04-07-2023,19389,19434.15039,19300,19406.59961,226900
05-07-2023,19398.5,19421.59961,19339.59961,19405.94922,224400
06-07-2023,19497.30078,19512.19922,19373,19385.69922,268300
07-07-2023,19331.80078,19523.59961,19303.59961,19422.80078,237100
10-07-2023,19355.90039,19435.84961,19327.09961,19400.34961,268200
11-07-2023,19439.40039,19515.09961,19406.44922,19427.09961,251300
12-07-2023,19384.30078,19507.69922,19361.75,19497.44922,327900
13-07-2023,19413.75,19567,19385.80078,19495.19922,310400
14-07-2023,19564.5,19595.34961,19433.5,19493.44922,291200
17-07-2023,19711.44922,19731.84961,19562.94922,19612.15039,268700
18-07-2023,19749.25,19819.44922,19690.19922,19787.5,286400
19-07-2023,19833.15039,19851.69922,19727.44922,19802.94922,259700
20-07-2023,19979.15039,19991.84961,19758.40039,19831.69922,274700
21-07-2023,19745,19887.40039,19700,19800.44922,312500
24-07-2023,19672.34961,19782.75,19658.30078,19748.44922,265600
25-07-2023,19680.59961,19729.34961,19615.94922,19729.34961,369700
26-07-2023,19778.30078,19825.59961,19716.69922,19733.34961,244700
27-07-2023,19659.90039,19867.55078,19603.55078,19850.90039,334900
28-07-2023,19646.05078,19695.90039,19563.09961,19659.75,258700
31-07-2023,19753.80078,19772.75,19597.59961,19666.34961,295100
01-08-2023,19733.55078,19795.59961,19704.59961,19784,298000
02-08-2023,19526.55078,19678.25,19423.55078,19655.40039,290700
03-08-2023,19381.65039,19537.65039,19296.44922,19463.75,315700
04-08-2023,19517,19538.84961,19436.44922,19462.80078,280800
07-08-2023,19597.30078,19620.44922,19524.80078,19576.84961,216600
08-08-2023,19570.84961,19634.40039,19533.09961,19627.19922,260300
09-08-2023,19632.55078,19645.5,19467.5,19578.80078,266500
10-08-2023,19543.09961,19623.59961,19495.40039,19605.55078,312200
11-08-2023,19428.30078,19557.75,19412.75,19554.25,235500
14-08-2023,19434.55078,19465.84961,19257.90039,19383.94922,243900
16-08-2023,19465,19482.75,19317.19922,19369,0
17-08-2023,19365.25,19461.55078,19326.25,19450.55078,268700
18-08-2023,19310.15039,19373.80078,19253.59961,19301.75,256100
21-08-2023,19393.59961,19425.94922,19296.30078,19320.65039,262600
22-08-2023,19396.44922,19443.5,19381.30078,19417.09961,208700
23-08-2023,19444,19472.05078,19366.59961,19439.19922,225200
24-08-2023,19386.69922,19584.44922,19369,19535.15039,268300
25-08-2023,19265.80078,19339.55078,19229.69922,19297.40039,466500
28-08-2023,19306.05078,19366.84961,19249.69922,19298.34961,248200
29-08-2023,19342.65039,19377.90039,19309.09961,19374.84961,307400
30-08-2023,19347.44922,19452.80078,19334.75,19433.44922,233000
31-08-2023,19253.80078,19388.19922,19223.65039,19375.55078,562600
01-09-2023,19435.30078,19458.55078,19255.69922,19258.15039,333000
04-09-2023,19528.80078,19545.15039,19432.84961,19525.05078,296800
05-09-2023,19574.90039,19587.05078,19525.75,19564.65039,256800
